IPR000092|A0A010PIY8	IPR000092|A0A010PIY8
IPR000065|A0A0K0KHW9	IPR000065|A0A0K0KHW9
IPR000065|A0A0M4FPE3	IPR000065|A0A0M4FPE3
IPR000065|A0A0R5T0P9	IPR000065|A0A0R5T0P9
IPR000065|A0A0R5T0P9	IPR000065|A0A0R5T0P5
IPR000065|A0A0S4FT51	IPR000065|A0A0S4FT51
IPR000065|A0A139Z373	IPR000065|A0A139Z373
IPR000067|A0A010Z0J8	IPR000067|A0A010Z0J8
IPR000067|A0A010Z746	IPR000067|A0A010Z746
IPR000067|A0A011NFI6	IPR000067|A0A011NFI6
IPR000067|A0A011NFI6	IPR000067|A0A011PP70
IPR000067|A0A011NFI6	IPR000067|A0A011QJK0
IPR000067|A0A011Q4V0	IPR000067|A0A011Q4V0
IPR000067|A0A011UBM4	IPR000067|A0A011UBM4
IPR000067|A0A011UTD5	IPR000067|A0A011UTD5
IPR000067|A0A013UNP9	IPR000067|A0A013UNP9
IPR000067|A0A013VQR8	IPR000067|A0A013VQR8
IPR000067|A0A014M358	IPR000067|A0A014M358
IPR000067|A0A014MQE1	IPR000067|A0A014MQE1
IPR000067|A0A015MPC0	IPR000067|A0A015MPC0
IPR000067|A0A016XC15	IPR000067|A0A016XC15
IPR000067|A0A017HH63	IPR000067|A0A017HH63
IPR000067|A0A017RVI8	IPR000067|A0A017RVI8
IPR000067|A0A021X9Y1	IPR000067|A0A021X9Y1
IPR000067|A0A022FY15	IPR000067|A0A022FY15
IPR000067|A0A022L3Q3	IPR000067|A0A022L3Q3
IPR000067|A0A022LKH7	IPR000067|A0A022LKH7
IPR000067|A0A022PFM2	IPR000067|A0A022PFM2
IPR000067|A0A023CWS6	IPR000067|A0A023CWS6
IPR000067|A0A023D982	IPR000067|A0A023D982
IPR000067|A0A023DBE6	IPR000067|A0A023DBE6
IPR000067|A0A023DBE6	IPR000067|A0A023CQX0
IPR000067|A0A023P3V9	IPR000067|A0A023P3V9
IPR000067|A0A023WR28	IPR000067|A0A023WR28
IPR000067|A0A023WR28	IPR000067|A0A010SLQ7
IPR000067|A0A023WR28	IPR000067|A0A022P6U6
IPR000067|A0A023WYH6	IPR000067|A0A023WYH6
IPR000068|A0A034VT04	IPR000068|A0A034VT04
IPR000068|A0A060WUT3	IPR000068|A0A060WUT3
IPR000068|A0A060WWR0	IPR000068|A0A060WWR0
IPR000068|A0A060X3M1	IPR000068|A0A060X3M1
IPR000068|A0A060X6E1	IPR000068|A0A060X6E1
IPR000068|A0A060X8U6	IPR000068|A0A060X8U6
IPR000068|A0A060XEY3	IPR000068|A0A060XEY3
IPR000068|A0A060XQ77	IPR000068|A0A060XQ77
IPR000068|A0A060XQ77	IPR000068|A0A060VNT6
IPR000068|A0A060XRI4	IPR000068|A0A060XRI4
IPR000068|A0A060XT46	IPR000068|A0A060XT46
IPR000068|A0A060Y0H3	IPR000068|A0A060Y0H3
IPR000068|A0A060Y2U7	IPR000068|A0A060Y2U7
IPR000068|A0A060Y3G1	IPR000068|A0A060Y3G1
IPR000068|A0A060Y3G5	IPR000068|A0A060Y3G5
IPR000068|A0A060Y8M1	IPR000068|A0A060Y8M1
IPR000068|A0A060Y8M1	IPR000068|A0A060YG26
IPR000068|A0A060Y8P2	IPR000068|A0A060Y8P2
IPR000068|A0A060Y937	IPR000068|A0A060Y937
IPR000068|A0A060Y937	IPR000068|A0A060Y2B2
IPR000068|A0A060Y937	IPR000068|A0A060Y7X6
IPR000068|A0A060Y937	IPR000068|A0A060YF45
IPR000068|A0A060Y937	IPR000068|A0A060YNT9
IPR000068|A0A060Y989	IPR000068|A0A060Y989
IPR000068|A0A060Y9B0	IPR000068|A0A060Y9B0
IPR000068|A0A060Y9J6	IPR000068|A0A060Y9J6
IPR000068|A0A060YA71	IPR000068|A0A060YA71
IPR000068|A0A060YFD6	IPR000068|A0A060YFD6
IPR000068|A0A060YL64	IPR000068|A0A060YL64
IPR000068|A0A060YLM2	IPR000068|A0A060YLM2
IPR000074|A0A011TNG6	IPR000074|A0A011TNG6
IPR000074|A0A021X6H0	IPR000074|A0A021X6H0
IPR000074|A0A023XKH7	IPR000074|A0A023XKH7
IPR000074|A0A026VVQ4	IPR000074|A0A026VVQ4
IPR000074|A0A060HXB5	IPR000074|A0A060HXB5
IPR000074|A0A060VWC6	IPR000074|A0A060VWC6
IPR000074|A0A060W2S2	IPR000074|A0A060W2S2
IPR000074|A0A060YKT0	IPR000074|A0A060YKT0
IPR000074|A0A060YKT0	IPR000074|A0A060Y7H2
IPR000074|A0A060YM51	IPR000074|A0A060YM51
IPR000074|A0A061HVZ9	IPR000074|A0A061HVZ9
IPR000074|A0A061I2U6	IPR000074|A0A061I2U6
IPR000074|A0A061I462	IPR000074|A0A061I462
IPR000074|A0A061I7C9	IPR000074|A0A061I7C9
IPR000074|A0A061I7C9	IPR000074|A0A024R3E3
IPR000074|A0A067W548	IPR000074|A0A067W548
IPR000074|A0A067W548	IPR000074|A0A024LRM2
IPR000098|A0A0A7CD71	IPR000098|A0A0A7CD71
IPR000098|A0A0A7MAD0	IPR000098|A0A0A7MAD0
IPR000098|A0A0B4Q6D8	IPR000098|A0A0B4Q6D8
IPR000098|A0A0B4Q6D8	IPR000098|A0A023VU42
IPR000098|A0A0B4Q6D8	IPR000098|A0A059WM99
IPR000098|A0A0B4Q6D8	IPR000098|A0A075FFT4
IPR000098|A0A0B4Q6D8	IPR000098|A0A091CNQ2
IPR000098|A0A0B4Q6D8	IPR000098|A0A0A0MQ14
IPR000098|A0A0B4Q6D8	IPR000098|A0A0B6VHL5
IPR000098|A0A0B4Q6D8	IPR000098|A0A0C7THQ5
IPR000098|A0A0B4Q6D8	IPR000098|A0A0C7TUZ2
IPR000098|A0A0B4Q6D8	IPR000098|A0A0D5Y8J0
IPR000098|A0A0B4Q6D8	IPR000098|A0A0D5Y9I5
IPR000098|A0A0B4Q6D8	IPR000098|A0A0D9RR19
IPR000098|A0A0B4Q6D8	IPR000098|A0A0B4Q693
IPR000100|A0A009HZV1	IPR000100|A0A009HZV1
IPR000100|A0A009HZV1	IPR000100|A0A009NGD4
IPR000100|A0A009HZV1	IPR000100|A0A010IKG1
IPR000100|A0A009HZV1	IPR000100|A0A013SJS0
IPR000100|A0A009HZV1	IPR000100|A0A013SY48
IPR000100|A0A009YX87	IPR000100|A0A009YX87
IPR000100|A0A009YX87	IPR000100|A0A009EK04
IPR000100|A0A009YX87	IPR000100|A0A009GIA9
IPR000100|A0A009YX87	IPR000100|A0A009HKG1
IPR000100|A0A009YX87	IPR000100|A0A009LIY7
IPR000100|A0A009YX87	IPR000100|A0A009PA04
IPR000100|A0A009YX87	IPR000100|A0A009QLW6
IPR000100|A0A009YX87	IPR000100|A0A009S228
IPR000100|A0A009YX87	IPR000100|A0A013SH09
IPR000100|A0A009YX87	IPR000100|A0A014B4B2
IPR000100|A0A009YX87	IPR000100|A0A014BXE7
IPR000100|A0A009YX87	IPR000100|A0A014CRA3
IPR000100|A0A010NWB6	IPR000100|A0A010NWB6
IPR000100|A0A010SKG1	IPR000100|A0A010SKG1
IPR000100|A0A011LVU0	IPR000100|A0A011LVU0
IPR000100|A0A011PCW2	IPR000100|A0A011PCW2
IPR000100|A0A011Q8N2	IPR000100|A0A011Q8N2
IPR000100|A0A011Q8N2	IPR000100|A0A011PUW5
IPR000100|A0A011Q8N2	IPR000100|A0A011N4F9
IPR000100|A0A011RQT5	IPR000100|A0A011RQT5
IPR000100|A0A011SWQ7	IPR000100|A0A011SWQ7
IPR000100|A0A011TWB5	IPR000100|A0A011TWB5
IPR000100|A0A011UT96	IPR000100|A0A011UT96
IPR000100|A0A011WQ21	IPR000100|A0A011WQ21
IPR000100|A0A013WJR9	IPR000100|A0A013WJR9
IPR000101|A0A009GK11	IPR000101|A0A009GK11
IPR000101|A0A009GK11	IPR000101|A0A009H6Q0
IPR000101|A0A009GK11	IPR000101|A0A009LVT9
IPR000101|A0A009GK11	IPR000101|A0A009MM18
IPR000101|A0A009GK11	IPR000101|A0A009Q526
IPR000101|A0A009GK11	IPR000101|A0A009RTC3
IPR000101|A0A009GK11	IPR000101|A0A009SX80
IPR000101|A0A009GK11	IPR000101|A0A010K8I2
IPR000101|A0A009GK11	IPR000101|A0A013T133
IPR000101|A0A009GK11	IPR000101|A0A013TPH5
IPR000101|A0A009GK11	IPR000101|A0A013TVX4
IPR000101|A0A009YN72	IPR000101|A0A009YN72
IPR000101|A0A010QZU9	IPR000101|A0A010QZU9
IPR000101|A0A010SEV1	IPR000101|A0A010SEV1
IPR000101|A0A010SEV1	IPR000101|A0A014PPP7
IPR000101|A0A010SRZ0	IPR000101|A0A010SRZ0
IPR000101|A0A011N0P8	IPR000101|A0A011N0P8
IPR000101|A0A011N0P8	IPR000101|A0A011PAL8
IPR000101|A0A011N0P8	IPR000101|A0A011PV71
IPR000101|A0A011N0P8	IPR000101|A0A011N8U2
IPR000101|A0A011UBI2	IPR000101|A0A011UBI2
IPR000101|A0A014MBV6	IPR000101|A0A014MBV6
IPR000101|A0A014NBJ4	IPR000101|A0A014NBJ4
IPR000101|A0A014Q0W6	IPR000101|A0A014Q0W6
IPR000101|A0A015IUX8	IPR000101|A0A015IUX8
IPR000101|A0A015KRI5	IPR000101|A0A015KRI5
IPR000101|A0A016RVB0	IPR000101|A0A016RVB0
IPR000101|A0A016RVF4	IPR000101|A0A016RVF4
IPR000101|A0A016RVI1	IPR000101|A0A016RVI1
IPR000101|A0A016RVI1	IPR000101|A0A016RVA4
IPR000104|A0A023EKR4	IPR000104|A0A023EKR4
IPR000104|A0A058Z3Q1	IPR000104|A0A058Z3Q1
IPR000104|A0A074Y2A9	IPR000104|A0A074Y2A9
IPR000104|A0A075A1I0	IPR000104|A0A075A1I0
IPR000104|A0A085M3M4	IPR000104|A0A085M3M4
IPR000104|A0A085MI53	IPR000104|A0A085MI53
IPR000104|A0A091EP49	IPR000104|A0A091EP49
IPR000104|A0A094BLG8	IPR000104|A0A094BLG8
IPR000104|A0A0A2VQJ0	IPR000104|A0A0A2VQJ0
IPR000104|A0A0D2I8P2	IPR000104|A0A0D2I8P2
IPR000104|A0A0D2IU82	IPR000104|A0A0D2IU82
IPR000104|A0A0D2LGS6	IPR000104|A0A0D2LGS6
IPR000104|A0A0D2LS18	IPR000104|A0A0D2LS18
IPR000104|A0A0E3Z4E3	IPR000104|A0A0E3Z4E3
IPR000104|A0A0G3EN43	IPR000104|A0A0G3EN43
IPR000104|A0A0G3EWA8	IPR000104|A0A0G3EWA8
IPR000104|A0A0J7L6V9	IPR000104|A0A0J7L6V9
IPR000104|A0A0L8GUC4	IPR000104|A0A0L8GUC4
IPR000104|A0A0L8I3F0	IPR000104|A0A0L8I3F0
IPR000104|A0A0N1IGX4	IPR000104|A0A0N1IGX4
IPR000104|A0A0N5B0Y9	IPR000104|A0A0N5B0Y9
IPR000104|A0A0P7KZZ0	IPR000104|A0A0P7KZZ0
IPR000104|A0A0Q7D692	IPR000104|A0A0Q7D692
IPR000104|A0A0Q8LV46	IPR000104|A0A0Q8LV46
IPR000104|A0A104IXM7	IPR000104|A0A104IXM7
IPR000104|A0A105KI16	IPR000104|A0A105KI16
IPR000104|A0A127QZJ3	IPR000104|A0A127QZJ3
IPR000104|A0A131Z9X0	IPR000104|A0A131Z9X0
IPR000104|A0A136JFQ3	IPR000104|A0A136JFQ3
IPR000104|A0A142M418	IPR000104|A0A142M418
IPR000147|A0A140GN03	IPR000147|A0A140GN03
IPR000147|A0A140GN03	IPR000147|A0A140GMZ7
IPR000147|A0A140GN03	IPR000147|A0A140GN00
IPR000147|A0A226PJK9	IPR000147|A0A226PJK9
IPR000147|A0A226PJK9	IPR000147|A0A226MKU2
IPR000147|A0A226PJK9	IPR000147|A0A240FAL7
IPR000147|A0A226PJK9	IPR000147|A0A1V4KYB6
IPR000147|A0A226PJK9	IPR000147|A0A0Q3P4T8
IPR000147|A0A226PJK9	IPR000147|A0A151N7B2
IPR000147|A0A226PJK9	IPR000147|A0A1U7RV55
IPR000147|A0A226PJK9	IPR000147|A0A218V410
IPR000147|A0A226PJK9	IPR000147|A0A2I0M4I9
IPR000147|A0A2F0BPC6	IPR000147|A0A2F0BPC6
IPR000148|A0A024A6R8	IPR000148|A0A024A6R8
IPR000148|A0A024FCB2	IPR000148|A0A024FCB2
IPR000148|A0A059NU35	IPR000148|A0A059NU35
IPR000148|A0A059PVW7	IPR000148|A0A059PVW7
IPR000148|A0A059PVW7	IPR000148|A0A076G292
IPR000148|A0A059PVW7	IPR000148|A0A059PVS3
IPR000148|A0A059PVW7	IPR000148|A0A059PVS5
IPR000148|A0A059PVW7	IPR000148|A0A059PVS7
IPR000148|A0A059PVW7	IPR000148|A0A059PVT2
IPR000148|A0A059PVW7	IPR000148|A0A059PVT4
IPR000148|A0A059PVW7	IPR000148|A0A059PVT6
IPR000148|A0A059PVW7	IPR000148|A0A059PVU6
IPR000148|A0A059PVW7	IPR000148|A0A059PVU7
IPR000148|A0A059PVW7	IPR000148|A0A059PVU9
IPR000148|A0A059PVW7	IPR000148|A0A059PVV2
IPR000148|A0A059PVW7	IPR000148|A0A059PVX1
IPR000148|A0A059PVW7	IPR000148|A0A076G1E9
IPR000148|A0A059PVW7	IPR000148|A0A076G3A1
IPR000148|A0A059PVW7	IPR000148|A0A076G7W8
IPR000148|A0A059UBD9	IPR000148|A0A059UBD9
IPR000148|A0A075LYW2	IPR000148|A0A075LYW2
IPR000148|A0A075LYW2	IPR000148|A0A075LXE0
IPR000148|A0A075LYW2	IPR000148|A0A075LYA7
IPR000148|A0A075LYW2	IPR000148|A0A075LYB3
IPR000148|A0A077D642	IPR000148|A0A077D642
IPR000148|A0A077EWU6	IPR000148|A0A077EWU6
IPR000148|A0A078BR99	IPR000148|A0A078BR99
IPR000148|A0A088FLI4	IPR000148|A0A088FLI4
IPR000148|A0A089H8S3	IPR000148|A0A089H8S3
IPR000148|A0A089H8S3	IPR000148|A0A089G6B8
IPR000149|A0A023H863	IPR000149|A0A023H863
IPR000149|A0A023H863	IPR000149|A0A023H889
IPR000149|A0A023H863	IPR000149|A0A023H892
IPR000149|A0A023H863	IPR000149|A0A023H8B2
IPR000149|A0A023H863	IPR000149|A0A023H8B3
IPR000149|A0A023H863	IPR000149|A0A023H8D6
IPR000149|A0A023H863	IPR000149|A0A023H8E6
IPR000149|A0A023H863	IPR000149|A0A023H8H6
IPR000149|A0A023H863	IPR000149|A0A023H8I9
IPR000149|A0A023H863	IPR000149|A0A023H8K0
IPR000149|A0A023H863	IPR000149|A0A023H8L1
IPR000149|A0A023H863	IPR000149|A0A023H8L3
IPR000149|A0A023H863	IPR000149|A0A023H8R5
IPR000149|A0A023H863	IPR000149|A0A023H8S9
IPR000149|A0A023H863	IPR000149|A0A023H8U0
IPR000149|A0A023H863	IPR000149|A0A023H8Y3
IPR000149|A0A023H863	IPR000149|A0A023H8Z4
IPR000149|A0A023H863	IPR000149|A0A023H905
IPR000149|A0A023H863	IPR000149|A0A023H918
IPR000149|A0A023H863	IPR000149|A0A023HIQ5
IPR000149|A0A023H8V3	IPR000149|A0A023H8V3
IPR000149|A0A023HHH6	IPR000149|A0A023HHH6
IPR000149|A0A023HHH6	IPR000149|A0A023HHP4
IPR000149|A0A023HHH6	IPR000149|A0A023HHS5
IPR000149|A0A023HHH6	IPR000149|A0A023HHY4
IPR000149|A0A023HLM1	IPR000149|A0A023HLM1
IPR000149|A0A023HLM1	IPR000149|A0A023HLL9
IPR000149|A0A023HLM1	IPR000149|A0A023HLM3
IPR000149|A0A023HLM6	IPR000149|A0A023HLM6
IPR000149|A0A023HLM6	IPR000149|A0A023HK88
IPR000150|A0A009GYZ1	IPR000150|A0A009GYZ1
IPR000150|A0A009GYZ1	IPR000150|A0A009GYW6
IPR000150|A0A009GYZ1	IPR000150|A0A009IQD9
IPR000150|A0A009GYZ1	IPR000150|A0A009MIJ2
IPR000150|A0A009GYZ1	IPR000150|A0A009QE60
IPR000150|A0A009GYZ1	IPR000150|A0A009QM20
IPR000150|A0A009GYZ1	IPR000150|A0A009S1P1
IPR000150|A0A009GYZ1	IPR000150|A0A010JKG4
IPR000150|A0A009GYZ1	IPR000150|A0A013RJ61
IPR000150|A0A009GYZ1	IPR000150|A0A013SUY8
IPR000150|A0A009GYZ1	IPR000150|A0A013TDC9
IPR000150|A0A009GYZ1	IPR000150|A0A014BLR2
IPR000150|A0A009GYZ1	IPR000150|A0A014CHC5
IPR000150|A0A010NY21	IPR000150|A0A010NY21
IPR000150|A0A010YFP7	IPR000150|A0A010YFP7
IPR000150|A0A010ZK72	IPR000150|A0A010ZK72
IPR000150|A0A011LWW4	IPR000150|A0A011LWW4
IPR000150|A0A011P7A3	IPR000150|A0A011P7A3
IPR000150|A0A011Q630	IPR000150|A0A011Q630
IPR000150|A0A011RL29	IPR000150|A0A011RL29
IPR000150|A0A011RLT1	IPR000150|A0A011RLT1
IPR000150|A0A011RNM0	IPR000150|A0A011RNM0
IPR000150|A0A011RNN5	IPR000150|A0A011RNN5
IPR000150|A0A011RQK8	IPR000150|A0A011RQK8
IPR000150|A0A011SJ04	IPR000150|A0A011SJ04
IPR000158|A0A009LRF2	IPR000158|A0A009LRF2
IPR000158|A0A009LRF2	IPR000158|A0A009FST0
IPR000158|A0A009LRF2	IPR000158|A0A009H6R2
IPR000158|A0A009LRF2	IPR000158|A0A009HCB6
IPR000158|A0A009LRF2	IPR000158|A0A009IAZ8
IPR000158|A0A009LRF2	IPR000158|A0A009MMZ0
IPR000158|A0A009LRF2	IPR000158|A0A009Q1C4
IPR000158|A0A009LRF2	IPR000158|A0A009QTY0
IPR000158|A0A009LRF2	IPR000158|A0A009TPK7
IPR000158|A0A009LRF2	IPR000158|A0A009Z5E5
IPR000158|A0A009LRF2	IPR000158|A0A010IJQ9
IPR000158|A0A009LRF2	IPR000158|A0A013T048
IPR000158|A0A009LRF2	IPR000158|A0A013TGB6
IPR000158|A0A009LRF2	IPR000158|A0A013TYH4
IPR000158|A0A010PQ22	IPR000158|A0A010PQ22
IPR000158|A0A010TEV9	IPR000158|A0A010TEV9
IPR000158|A0A010ZKY1	IPR000158|A0A010ZKY1
IPR000158|A0A011P3U4	IPR000158|A0A011P3U4
IPR000158|A0A011PA51	IPR000158|A0A011PA51
IPR000158|A0A011QBT5	IPR000158|A0A011QBT5
IPR000158|A0A011QBT5	IPR000158|A0A011MD99
IPR000158|A0A011QBT5	IPR000158|A0A011QBQ6
IPR000158|A0A011QBT5	IPR000158|A0A011QFV5
IPR000158|A0A011RLW2	IPR000158|A0A011RLW2
IPR000158|A0A011SKN9	IPR000158|A0A011SKN9
IPR000158|A0A011SQ34	IPR000158|A0A011SQ34
IPR000158|A0A011TVB9	IPR000158|A0A011TVB9
IPR000158|A0A011TVB9	IPR000158|A0A011VN09
IPR000158|A0A011VXL2	IPR000158|A0A011VXL2
IPR000158|A0A013VBC2	IPR000158|A0A013VBC2
IPR000161|A0A087XYG0	IPR000161|A0A087XYG0
IPR000161|A0A091E8Z6	IPR000161|A0A091E8Z6
IPR000161|A0A1L8F1T8	IPR000161|A0A1L8F1T8
IPR000161|A0A1S3WR11	IPR000161|A0A1S3WR11
IPR000161|A0A1S3WR11	IPR000161|A0A287B422
IPR000161|A0A1S3WR11	IPR000161|A0A061HUW5
IPR000161|A0A1S3WR11	IPR000161|A0A0D9R3F5
IPR000161|A0A1S3WR11	IPR000161|A0A1S3GR90
IPR000161|A0A1S3WR11	IPR000161|A0A1U7QVN5
IPR000161|A0A1S3WR11	IPR000161|A0A1U7UBU2
IPR000161|A0A1S3WR11	IPR000161|A0A2C9F3C6
IPR000161|A0A1S3WR11	IPR000161|A0A2K5MMQ3
IPR000161|A0A1S3WR11	IPR000161|A0A2K5R060
IPR000161|A0A1S3WR11	IPR000161|A0A2K6AC20
IPR000161|A0A1X6N414	IPR000161|A0A1X6N414
IPR000161|A0A286XX09	IPR000161|A0A286XX09
IPR000161|A0A286XX09	IPR000161|A0A2J8IM28
IPR000161|A0A286XX09	IPR000161|A0A096NFC9
IPR000161|A0A286XX09	IPR000161|A0A2J8IM02
IPR000161|A0A286XX09	IPR000161|A0A2J8IM18
IPR000161|A0A286XX09	IPR000161|A0A2J8RLK7
IPR000161|A0A286XX09	IPR000161|A0A2J8RLL2
IPR000161|A0A286XX09	IPR000161|A0A2J8RLL9
IPR000161|A0A286XX09	IPR000161|A0A2K5K862
IPR000161|A0A286XX09	IPR000161|A0A2K5VHN3
IPR000161|A0A286XX09	IPR000161|A0A2K6ABZ8
IPR000161|A0A2K5CJM6	IPR000161|A0A2K5CJM6
IPR000161|A0A2K5CJM6	IPR000161|A0A1A6GKQ8
IPR000161|A0A2K5CJM6	IPR000161|A0A1S3GPH7
IPR000161|A0A2K5CJM6	IPR000161|A0A2K5CJR3
IPR000162|A0A016T4C0	IPR000162|A0A016T4C0
IPR000162|A0A016T4C0	IPR000162|A0A016T5G2
IPR000162|A0A016V9I9	IPR000162|A0A016V9I9
IPR000162|A0A016V9I9	IPR000162|A0A016VA61
IPR000162|A0A016V9I9	IPR000162|A0A016VAN5
IPR000162|A0A016V9I9	IPR000162|A0A016VBC1
IPR000162|A0A016VUI1	IPR000162|A0A016VUI1
IPR000162|A0A016VUI1	IPR000162|A0A016VV22
IPR000162|A0A016VUI1	IPR000162|A0A016VVB0
IPR000162|A0A023GLN5	IPR000162|A0A023GLN5
IPR000162|A0A026VXM2	IPR000162|A0A026VXM2
IPR000162|A0A026WNE7	IPR000162|A0A026WNE7
IPR000162|A0A026X3U5	IPR000162|A0A026X3U5
IPR000162|A0A034WZ74	IPR000162|A0A034WZ74
IPR000162|A0A060W1M8	IPR000162|A0A060W1M8
IPR000162|A0A060W1M8	IPR000162|A0A060YTK1
IPR000162|A0A060W2Z8	IPR000162|A0A060W2Z8
IPR000162|A0A060WAU5	IPR000162|A0A060WAU5
IPR000162|A0A060XCZ8	IPR000162|A0A060XCZ8
IPR000162|A0A060XNP3	IPR000162|A0A060XNP3
IPR000176|A0A0A7M9Y5	IPR000176|A0A0A7M9Y5
IPR000176|A0A0A7M9Y5	IPR000176|A0A0E3T8Q6
IPR000176|A0A0A7M9Y5	IPR000176|A0A0E3XC35
IPR000176|A0A0A7M9Y5	IPR000176|A0A0F6N1R9
IPR000176|A0A0A7M9Y5	IPR000176|A0A0R8HYM4
IPR000176|A0A0D2UAZ4	IPR000176|A0A0D2UAZ4
IPR000176|A0A0D2WKF8	IPR000176|A0A0D2WKF8
IPR000176|A0A0D2WMG3	IPR000176|A0A0D2WMG3
IPR000176|A0A0H3TP71	IPR000176|A0A0H3TP71
IPR000176|A0A0H4XWJ6	IPR000176|A0A0H4XWJ6
IPR000176|A0A0L0DEQ0	IPR000176|A0A0L0DEQ0
IPR000176|A0A0L1KNW2	IPR000176|A0A0L1KNW2
IPR000176|A0A0M5HVG2	IPR000176|A0A0M5HVG2
IPR000176|A0A0M5HVG2	IPR000176|A0A068EH19
IPR000176|A0A0M5HVG2	IPR000176|A0A068EEM6
IPR000176|A0A0M9FZ82	IPR000176|A0A0M9FZ82
IPR000176|A0A0M9FZ82	IPR000176|A0A0N1HV56
IPR000176|A0A0M9FZ82	IPR000176|A0A088SAJ9
IPR000176|A0A0N1PB31	IPR000176|A0A0N1PB31
IPR000176|A0A0N1PB31	IPR000176|A0A088S0L9
IPR000176|A0A0N1PB31	IPR000176|A0A0M9GAW4
IPR000178|A0A009L193	IPR000178|A0A009L193
IPR000178|A0A009L193	IPR000178|A0A009EXZ6
IPR000178|A0A009L193	IPR000178|A0A009G9E0
IPR000178|A0A009L193	IPR000178|A0A009HPN8
IPR000178|A0A009L193	IPR000178|A0A009IU53
IPR000178|A0A009L193	IPR000178|A0A009MWZ8
IPR000178|A0A009L193	IPR000178|A0A009PYW3
IPR000178|A0A009L193	IPR000178|A0A009RP70
IPR000178|A0A009L193	IPR000178|A0A009SV81
IPR000178|A0A009L193	IPR000178|A0A009ZY24
IPR000178|A0A009L193	IPR000178|A0A010IQW8
IPR000178|A0A009L193	IPR000178|A0A013SIH5
IPR000178|A0A009L193	IPR000178|A0A013T123
IPR000178|A0A009L193	IPR000178|A0A013T8E8
IPR000178|A0A009L193	IPR000178|A0A014CI15
IPR000178|A0A010PRL3	IPR000178|A0A010PRL3
IPR000178|A0A010Q519	IPR000178|A0A010Q519
IPR000178|A0A010SGV8	IPR000178|A0A010SGV8
IPR000178|A0A010YSA9	IPR000178|A0A010YSA9
IPR000178|A0A011MCA0	IPR000178|A0A011MCA0
IPR000178|A0A011MCA0	IPR000178|A0A011NFR1
IPR000178|A0A011MCA0	IPR000178|A0A011NN37
IPR000178|A0A011MCA0	IPR000178|A0A011P1C8
IPR000178|A0A011MCA0	IPR000178|A0A011N3Z6
IPR000178|A0A011P6F2	IPR000178|A0A011P6F2
IPR000178|A0A011QWD7	IPR000178|A0A011QWD7
IPR000178|A0A011TZ68	IPR000178|A0A011TZ68
IPR000178|A0A011UP21	IPR000178|A0A011UP21
IPR000178|A0A011V0D3	IPR000178|A0A011V0D3
IPR000178|A0A013VJ17	IPR000178|A0A013VJ17
IPR000183|A0A009H8G6	IPR000183|A0A009H8G6
IPR000183|A0A009H8G6	IPR000183|A0A009FFW1
IPR000183|A0A009H8G6	IPR000183|A0A009HB17
IPR000183|A0A009H8G6	IPR000183|A0A009IJU7
IPR000183|A0A009H8G6	IPR000183|A0A009KUK1
IPR000183|A0A009H8G6	IPR000183|A0A009MKL3
IPR000183|A0A009H8G6	IPR000183|A0A009PCH8
IPR000183|A0A009H8G6	IPR000183|A0A009RU50
IPR000183|A0A009H8G6	IPR000183|A0A009SY25
IPR000183|A0A009H8G6	IPR000183|A0A009Z611
IPR000183|A0A009H8G6	IPR000183|A0A010K5F7
IPR000183|A0A010RHX5	IPR000183|A0A010RHX5
IPR000183|A0A010RRK5	IPR000183|A0A010RRK5
IPR000183|A0A010T1H8	IPR000183|A0A010T1H8
IPR000183|A0A010T2Q7	IPR000183|A0A010T2Q7
IPR000183|A0A010Z127	IPR000183|A0A010Z127
IPR000183|A0A010ZLA3	IPR000183|A0A010ZLA3
IPR000183|A0A011M9D3	IPR000183|A0A011M9D3
IPR000183|A0A011M9D3	IPR000183|A0A011NPK1
IPR000183|A0A011M9D3	IPR000183|A0A011P410
IPR000183|A0A011M9D3	IPR000183|A0A011PMI6
IPR000183|A0A011M9D3	IPR000183|A0A011RA40
IPR000183|A0A011NYG7	IPR000183|A0A011NYG7
IPR000183|A0A011NYG7	IPR000183|A0A011PG51
IPR000183|A0A011NYG7	IPR000183|A0A011RPE5
IPR000183|A0A011NYG7	IPR000183|A0A011NXU4
IPR000183|A0A011NYG7	IPR000183|A0A011PVA3
IPR000183|A0A011P6R2	IPR000183|A0A011P6R2
IPR000183|A0A011Q7M6	IPR000183|A0A011Q7M6
IPR000183|A0A011RQJ9	IPR000183|A0A011RQJ9
IPR000185|A0A009YIZ7	IPR000185|A0A009YIZ7
IPR000185|A0A009YIZ7	IPR000185|A0A009EU75
IPR000185|A0A009YIZ7	IPR000185|A0A009H8G3
IPR000185|A0A009YIZ7	IPR000185|A0A009ICK3
IPR000185|A0A009YIZ7	IPR000185|A0A009IV13
IPR000185|A0A009YIZ7	IPR000185|A0A009N579
IPR000185|A0A009YIZ7	IPR000185|A0A009Q0Q3
IPR000185|A0A009YIZ7	IPR000185|A0A009QVQ5
IPR000185|A0A009YIZ7	IPR000185|A0A009SIY5
IPR000185|A0A009YIZ7	IPR000185|A0A010IPJ9
IPR000185|A0A009YIZ7	IPR000185|A0A013S9B5
IPR000185|A0A009YIZ7	IPR000185|A0A013SLX4
IPR000185|A0A009YIZ7	IPR000185|A0A009LMR4
